"","agec3","date","hospst","pneumococcal.pneumonia..481.","flu","pneumonia","popsize","age.class"
"2073","65 plus",2008-09-28,"IL",25,0,1236,1572791,2
"2074","65 plus",2008-10-05,"IL",24,3,1270,1572791,2
"2075","65 plus",2008-10-12,"IL",16,4,1273,1572791,2
"2076","65 plus",2008-10-19,"IL",22,3,1253,1572791,2
"2077","65 plus",2008-10-26,"IL",23,4,1316,1572791,2
"2078","65 plus",2008-11-02,"IL",23,5,1327,1572791,2
"2079","65 plus",2008-11-09,"IL",21,6,1331,1572791,2
"2080","65 plus",2008-11-16,"IL",18,2,1277,1572791,2
"2081","65 plus",2008-11-23,"IL",27,6,1334,1572791,2
"2082","65 plus",2008-11-30,"IL",28,4,1509,1572791,2
"2083","65 plus",2008-12-07,"IL",28,5,1439,1572791,2
"2084","65 plus",2008-12-14,"IL",21,3,1397,1572791,2
"2085","65 plus",2008-12-21,"IL",18,5,1401,1572791,2
"2086","65 plus",2008-12-28,"IL",41,5,1723,1572791,2
"2087","65 plus",2009-01-04,"IL",34,12,1547,1572791,2
"2088","65 plus",2009-01-11,"IL",21,11,1464,1572791,2
"2089","65 plus",2009-01-18,"IL",25,11,1382,1572791,2
"2090","65 plus",2009-01-25,"IL",25,4,1371,1572791,2
"2091","65 plus",2009-02-01,"IL",20,19,1413,1572791,2
"2092","65 plus",2009-02-08,"IL",23,15,1454,1572791,2
"2093","65 plus",2009-02-15,"IL",39,19,1483,1572791,2
"2094","65 plus",2009-02-22,"IL",34,23,1457,1572791,2
"2095","65 plus",2009-03-01,"IL",26,28,1485,1572791,2
"2096","65 plus",2009-03-08,"IL",32,23,1512,1572791,2
"2097","65 plus",2009-03-15,"IL",25,25,1473,1572791,2
"2098","65 plus",2009-03-22,"IL",23,15,1398,1572791,2
"2099","65 plus",2009-03-29,"IL",27,18,1464,1572791,2
"2100","65 plus",2009-04-05,"IL",26,15,1383,1572791,2
"2101","65 plus",2009-04-12,"IL",22,9,1452,1572791,2
"2102","65 plus",2009-04-19,"IL",35,11,1465,1572791,2
"2103","65 plus",2009-04-26,"IL",30,13,1417,1572791,2
"2104","65 plus",2009-05-03,"IL",28,14,1383,1572791,2
"2105","65 plus",2009-05-10,"IL",19,11,1329,1572791,2
"2106","65 plus",2009-05-17,"IL",24,10,1397,1572791,2
"2107","65 plus",2009-05-24,"IL",14,14,1222,1572791,2
"2108","65 plus",2009-05-31,"IL",21,17,1322,1572791,2
"2109","65 plus",2009-06-07,"IL",18,10,1258,1572791,2
"2110","65 plus",2009-06-14,"IL",12,8,1228,1572791,2
"2111","65 plus",2009-06-21,"IL",12,11,1144,1572791,2
"2112","65 plus",2009-06-28,"IL",2,6,1188,1572791,2
"2113","65 plus",2009-07-05,"IL",13,3,1144,1594473,2
"2114","65 plus",2009-07-12,"IL",12,0,1092,1594473,2
"2115","65 plus",2009-07-19,"IL",13,2,1148,1594473,2
"2116","65 plus",2009-07-26,"IL",14,5,1066,1594473,2
"2117","65 plus",2009-08-02,"IL",13,4,1150,1594473,2
"2118","65 plus",2009-08-09,"IL",13,4,973,1594473,2
"2119","65 plus",2009-08-16,"IL",14,4,1066,1594473,2
"2120","65 plus",2009-08-23,"IL",9,5,964,1594473,2
"2121","65 plus",2009-08-30,"IL",17,6,1112,1594473,2
"2122","65 plus",2009-09-06,"IL",15,4,1146,1594473,2
"2123","65 plus",2009-09-13,"IL",13,4,1182,1594473,2
"2124","65 plus",2009-09-20,"IL",16,8,1216,1594473,2
"2125","65 plus",2009-09-27,"IL",20,9,1147,1594473,2
"2126","65 plus",2009-10-04,"IL",19,17,1286,1594473,2
"2127","65 plus",2009-10-11,"IL",16,25,1299,1594473,2
"2128","65 plus",2009-10-18,"IL",18,48,1291,1594473,2
"2129","65 plus",2009-10-25,"IL",17,54,1374,1594473,2
"2130","65 plus",2009-11-01,"IL",19,64,1293,1594473,2
"2131","65 plus",2009-11-08,"IL",15,58,1355,1594473,2
"2132","65 plus",2009-11-15,"IL",12,47,1299,1594473,2
"2133","65 plus",2009-11-22,"IL",18,38,1245,1594473,2
"2134","65 plus",2009-11-29,"IL",24,18,1424,1594473,2
"2135","65 plus",2009-12-06,"IL",24,16,1303,1594473,2
"2136","65 plus",2009-12-13,"IL",17,14,1219,1594473,2
"2137","all ages",1989-07-02,"IL",47,15,1020,11409785,3
"2138","all ages",1989-07-09,"IL",25,8,1042,11409785,3
"2139","all ages",1989-07-16,"IL",28,10,947,11409785,3
"2140","all ages",1989-07-23,"IL",38,11,856,11409785,3
"2141","all ages",1989-07-30,"IL",37,12,948,11409785,3
"2142","all ages",1989-08-06,"IL",34,11,886,11409785,3
"2143","all ages",1989-08-13,"IL",48,10,977,11409785,3
"2144","all ages",1989-08-20,"IL",42,12,992,11409785,3
"2145","all ages",1989-08-27,"IL",38,8,925,11409785,3
"2146","all ages",1989-09-03,"IL",50,9,1020,11409785,3
"2147","all ages",1989-09-10,"IL",49,10,1059,11409785,3
"2148","all ages",1989-09-17,"IL",61,15,1296,11409785,3
"2149","all ages",1989-09-24,"IL",57,15,1286,11409785,3
"2150","all ages",1989-10-01,"IL",66,18,1375,11409785,3
"2151","all ages",1989-10-08,"IL",71,23,1418,11409785,3
"2152","all ages",1989-10-15,"IL",70,18,1417,11409785,3
"2153","all ages",1989-10-22,"IL",75,25,1367,11409785,3
"2154","all ages",1989-10-29,"IL",82,18,1380,11409785,3
"2155","all ages",1989-11-05,"IL",72,18,1474,11409785,3
"2156","all ages",1989-11-12,"IL",64,18,1457,11409785,3
"2157","all ages",1989-11-19,"IL",64,15,1364,11409785,3
"2158","all ages",1989-11-26,"IL",66,31,1649,11409785,3
"2159","all ages",1989-12-03,"IL",76,35,1673,11409785,3
"2160","all ages",1989-12-10,"IL",72,69,1752,11409785,3
"2161","all ages",1989-12-17,"IL",96,120,2175,11409785,3
"2162","all ages",1989-12-24,"IL",176,235,3097,11409785,3
"2163","all ages",1989-12-31,"IL",136,287,3284,11409785,3
"2164","all ages",1990-01-07,"IL",129,259,2556,11409785,3
"2165","all ages",1990-01-14,"IL",114,273,2328,11409785,3
"2166","all ages",1990-01-21,"IL",96,178,1984,11409785,3
"2167","all ages",1990-01-28,"IL",98,153,1955,11409785,3
"2168","all ages",1990-02-04,"IL",83,98,1938,11409785,3
"2169","all ages",1990-02-11,"IL",86,78,1833,11409785,3
"2170","all ages",1990-02-18,"IL",75,47,1810,11409785,3
"2171","all ages",1990-02-25,"IL",77,33,1643,11409785,3
"2172","all ages",1990-03-04,"IL",83,28,1589,11409785,3
"2173","all ages",1990-03-11,"IL",87,19,1783,11409785,3
"2174","all ages",1990-03-18,"IL",68,21,1497,11409785,3
"2175","all ages",1990-03-25,"IL",70,19,1525,11409785,3
"2176","all ages",1990-04-01,"IL",79,19,1568,11409785,3
"2177","all ages",1990-04-08,"IL",70,14,1501,11409785,3
"2178","all ages",1990-04-15,"IL",69,13,1535,11409785,3
"2179","all ages",1990-04-22,"IL",77,10,1646,11409785,3
"2180","all ages",1990-04-29,"IL",64,12,1302,11409785,3
"2181","all ages",1990-05-06,"IL",39,9,1284,11409785,3
"2182","all ages",1990-05-13,"IL",60,16,1375,11409785,3
"2183","all ages",1990-05-20,"IL",59,11,1384,11409785,3
"2184","all ages",1990-05-27,"IL",45,17,1354,11409785,3
"2185","all ages",1990-06-03,"IL",58,12,1383,11409785,3
"2186","all ages",1990-06-10,"IL",64,13,1329,11409785,3
"2187","all ages",1990-06-17,"IL",36,10,1151,11409785,3
"2188","all ages",1990-06-24,"IL",34,8,1109,11409785,3
"2189","all ages",1990-07-01,"IL",40,12,1141,11446979,3
"2190","all ages",1990-07-08,"IL",49,9,1154,11446979,3
"2191","all ages",1990-07-15,"IL",49,18,1066,11446979,3
"2192","all ages",1990-07-22,"IL",42,10,1085,11446979,3
"2193","all ages",1990-07-29,"IL",47,15,1164,11446979,3
"2194","all ages",1990-08-05,"IL",36,6,1092,11446979,3
"2195","all ages",1990-08-12,"IL",40,9,1139,11446979,3
"2196","all ages",1990-08-19,"IL",45,7,1157,11446979,3
"2197","all ages",1990-08-26,"IL",34,4,1160,11446979,3
"2198","all ages",1990-09-02,"IL",43,6,1291,11446979,3
"2199","all ages",1990-09-09,"IL",57,9,1395,11446979,3
"2200","all ages",1990-09-16,"IL",59,17,1412,11446979,3
"2201","all ages",1990-09-23,"IL",62,20,1608,11446979,3
"2202","all ages",1990-09-30,"IL",74,23,1818,11446979,3
"2203","all ages",1990-10-07,"IL",84,21,1731,11446979,3
"2204","all ages",1990-10-14,"IL",97,22,1791,11446979,3
"2205","all ages",1990-10-21,"IL",80,19,1693,11446979,3
"2206","all ages",1990-10-28,"IL",93,20,1778,11446979,3
"2207","all ages",1990-11-04,"IL",95,24,1798,11446979,3
"2208","all ages",1990-11-11,"IL",88,20,1764,11446979,3
"2209","all ages",1990-11-18,"IL",81,24,1634,11446979,3
"2210","all ages",1990-11-25,"IL",100,29,1721,11446979,3
"2211","all ages",1990-12-02,"IL",63,17,1637,11446979,3
"2212","all ages",1990-12-09,"IL",67,24,1596,11446979,3
"2213","all ages",1990-12-16,"IL",93,29,1680,11446979,3
"2214","all ages",1990-12-23,"IL",108,30,1791,11446979,3
"2215","all ages",1990-12-30,"IL",87,40,2031,11446979,3
"2216","all ages",1991-01-06,"IL",102,29,1935,11446979,3
"2217","all ages",1991-01-13,"IL",97,27,1804,11446979,3
"2218","all ages",1991-01-20,"IL",92,37,1805,11446979,3
"2219","all ages",1991-01-27,"IL",112,46,1998,11446979,3
"2220","all ages",1991-02-03,"IL",114,72,2265,11446979,3
"2221","all ages",1991-02-10,"IL",112,101,2199,11446979,3
"2222","all ages",1991-02-17,"IL",115,79,2425,11446979,3
"2223","all ages",1991-02-24,"IL",132,76,2229,11446979,3
"2224","all ages",1991-03-03,"IL",115,73,2142,11446979,3
"2225","all ages",1991-03-10,"IL",110,37,2071,11446979,3
"2226","all ages",1991-03-17,"IL",124,54,2062,11446979,3
"2227","all ages",1991-03-24,"IL",84,27,1806,11446979,3
"2228","all ages",1991-03-31,"IL",94,20,1754,11446979,3
"2229","all ages",1991-04-07,"IL",81,26,1770,11446979,3
"2230","all ages",1991-04-14,"IL",90,10,1647,11446979,3
"2231","all ages",1991-04-21,"IL",93,13,1623,11446979,3
"2232","all ages",1991-04-28,"IL",109,6,1621,11446979,3
"2233","all ages",1991-05-05,"IL",84,10,1516,11446979,3
"2234","all ages",1991-05-12,"IL",93,8,1613,11446979,3
"2235","all ages",1991-05-19,"IL",71,12,1433,11446979,3
"2236","all ages",1991-05-26,"IL",64,7,1349,11446979,3
"2237","all ages",1991-06-02,"IL",53,8,1216,11446979,3
"2238","all ages",1991-06-09,"IL",55,13,1277,11446979,3
"2239","all ages",1991-06-16,"IL",60,11,1228,11446979,3
"2240","all ages",1991-06-23,"IL",56,10,1157,11446979,3
"2241","all ages",1991-06-30,"IL",63,3,1082,11446979,3
"2242","all ages",1991-07-07,"IL",40,13,1126,11535973,3
"2243","all ages",1991-07-14,"IL",48,8,1068,11535973,3
"2244","all ages",1991-07-21,"IL",38,5,1037,11535973,3
"2245","all ages",1991-07-28,"IL",42,8,1046,11535973,3
"2246","all ages",1991-08-04,"IL",39,12,1062,11535973,3
"2247","all ages",1991-08-11,"IL",52,7,1057,11535973,3
"2248","all ages",1991-08-18,"IL",27,12,1077,11535973,3
"2249","all ages",1991-08-25,"IL",55,8,1062,11535973,3
"2250","all ages",1991-09-01,"IL",44,11,1042,11535973,3
"2251","all ages",1991-09-08,"IL",35,14,1182,11535973,3
"2252","all ages",1991-09-15,"IL",42,9,1152,11535973,3
"2253","all ages",1991-09-22,"IL",54,14,1300,11535973,3
"2254","all ages",1991-09-29,"IL",80,14,1511,11535973,3
"2255","all ages",1991-10-06,"IL",73,27,1509,11535973,3
"2256","all ages",1991-10-13,"IL",68,25,1430,11535973,3
"2257","all ages",1991-10-20,"IL",90,9,1549,11535973,3
"2258","all ages",1991-10-27,"IL",70,24,1257,11535973,3
"2259","all ages",1991-11-03,"IL",63,18,1423,11535973,3
"2260","all ages",1991-11-10,"IL",84,31,1627,11535973,3
"2261","all ages",1991-11-17,"IL",89,52,1688,11535973,3
"2262","all ages",1991-11-24,"IL",98,87,1616,11535973,3
"2263","all ages",1991-12-01,"IL",114,177,2054,11535973,3
"2264","all ages",1991-12-08,"IL",108,415,2382,11535973,3
"2265","all ages",1991-12-15,"IL",121,373,2468,11535973,3
"2266","all ages",1991-12-22,"IL",150,303,2682,11535973,3
"2267","all ages",1991-12-29,"IL",177,250,2888,11535973,3
"2268","all ages",1992-01-05,"IL",118,160,2337,11535973,3
"2269","all ages",1992-01-12,"IL",71,57,1734,11535973,3
"2270","all ages",1992-01-19,"IL",74,36,1694,11535973,3
"2271","all ages",1992-01-26,"IL",87,32,1796,11535973,3
"2272","all ages",1992-02-02,"IL",102,26,1872,11535973,3
"2273","all ages",1992-02-09,"IL",106,34,1779,11535973,3
"2274","all ages",1992-02-16,"IL",98,18,1869,11535973,3
"2275","all ages",1992-02-23,"IL",106,22,1872,11535973,3
"2276","all ages",1992-03-01,"IL",100,29,1797,11535973,3
"2277","all ages",1992-03-08,"IL",96,20,1767,11535973,3
"2278","all ages",1992-03-15,"IL",101,16,1711,11535973,3
"2279","all ages",1992-03-22,"IL",83,17,1662,11535973,3
"2280","all ages",1992-03-29,"IL",99,12,1718,11535973,3
"2281","all ages",1992-04-05,"IL",78,12,1741,11535973,3
"2282","all ages",1992-04-12,"IL",81,12,1643,11535973,3
"2283","all ages",1992-04-19,"IL",87,15,1608,11535973,3
"2284","all ages",1992-04-26,"IL",72,8,1506,11535973,3
"2285","all ages",1992-05-03,"IL",79,9,1474,11535973,3
"2286","all ages",1992-05-10,"IL",84,8,1477,11535973,3
"2287","all ages",1992-05-17,"IL",83,5,1403,11535973,3
"2288","all ages",1992-05-24,"IL",63,9,1230,11535973,3
"2289","all ages",1992-05-31,"IL",67,7,1337,11535973,3
"2290","all ages",1992-06-07,"IL",61,9,1309,11535973,3
"2291","all ages",1992-06-14,"IL",67,11,1258,11535973,3
"2292","all ages",1992-06-21,"IL",47,4,1255,11535973,3
"2293","all ages",1992-06-28,"IL",57,10,1130,11535973,3
"2294","all ages",1992-07-05,"IL",42,2,1142,11635197,3
"2295","all ages",1992-07-12,"IL",54,6,1127,11635197,3
"2296","all ages",1992-07-19,"IL",51,8,1082,11635197,3
"2297","all ages",1992-07-26,"IL",54,6,1016,11635197,3
"2298","all ages",1992-08-02,"IL",42,9,1032,11635197,3
"2299","all ages",1992-08-09,"IL",46,7,1117,11635197,3
"2300","all ages",1992-08-16,"IL",39,3,1134,11635197,3
"2301","all ages",1992-08-23,"IL",50,6,1129,11635197,3
"2302","all ages",1992-08-30,"IL",43,9,1125,11635197,3
"2303","all ages",1992-09-06,"IL",43,5,1094,11635197,3
"2304","all ages",1992-09-13,"IL",51,8,1238,11635197,3
"2305","all ages",1992-09-20,"IL",53,7,1218,11635197,3
"2306","all ages",1992-09-27,"IL",60,17,1326,11635197,3
"2307","all ages",1992-10-04,"IL",88,11,1498,11635197,3
"2308","all ages",1992-10-11,"IL",85,10,1416,11635197,3
"2309","all ages",1992-10-18,"IL",62,16,1318,11635197,3
"2310","all ages",1992-10-25,"IL",95,9,1361,11635197,3
"2311","all ages",1992-11-01,"IL",82,17,1346,11635197,3
"2312","all ages",1992-11-08,"IL",81,17,1364,11635197,3
"2313","all ages",1992-11-15,"IL",86,17,1405,11635197,3
"2314","all ages",1992-11-22,"IL",100,15,1382,11635197,3
"2315","all ages",1992-11-29,"IL",109,15,1589,11635197,3
"2316","all ages",1992-12-06,"IL",83,22,1531,11635197,3
"2317","all ages",1992-12-13,"IL",86,17,1520,11635197,3
"2318","all ages",1992-12-20,"IL",101,30,1537,11635197,3
"2319","all ages",1992-12-27,"IL",148,28,1899,11635197,3
"2320","all ages",1993-01-03,"IL",136,45,1889,11635197,3
"2321","all ages",1993-01-10,"IL",98,51,1700,11635197,3
"2322","all ages",1993-01-17,"IL",89,51,1649,11635197,3
"2323","all ages",1993-01-24,"IL",104,79,1701,11635197,3
"2324","all ages",1993-01-31,"IL",98,117,1922,11635197,3
"2325","all ages",1993-02-07,"IL",110,108,2066,11635197,3
"2326","all ages",1993-02-14,"IL",138,90,2135,11635197,3
"2327","all ages",1993-02-21,"IL",112,78,2025,11635197,3
"2328","all ages",1993-02-28,"IL",112,59,2050,11635197,3
"2329","all ages",1993-03-07,"IL",110,50,2115,11635197,3
"2330","all ages",1993-03-14,"IL",127,50,2308,11635197,3
"2331","all ages",1993-03-21,"IL",136,53,2421,11635197,3
"2332","all ages",1993-03-28,"IL",134,50,2315,11635197,3
"2333","all ages",1993-04-04,"IL",137,31,2163,11635197,3
"2334","all ages",1993-04-11,"IL",108,21,2073,11635197,3
"2335","all ages",1993-04-18,"IL",102,18,1892,11635197,3
"2336","all ages",1993-04-25,"IL",104,12,1630,11635197,3
"2337","all ages",1993-05-02,"IL",83,13,1595,11635197,3
"2338","all ages",1993-05-09,"IL",91,10,1553,11635197,3
"2339","all ages",1993-05-16,"IL",64,17,1349,11635197,3
"2340","all ages",1993-05-23,"IL",98,11,1461,11635197,3
"2341","all ages",1993-05-30,"IL",72,3,1425,11635197,3
"2342","all ages",1993-06-06,"IL",73,7,1337,11635197,3
"2343","all ages",1993-06-13,"IL",77,6,1351,11635197,3
"2344","all ages",1993-06-20,"IL",56,4,1240,11635197,3
"2345","all ages",1993-06-27,"IL",56,6,1190,11635197,3
"2346","all ages",1993-07-04,"IL",63,8,1134,11725984,3
"2347","all ages",1993-07-11,"IL",47,5,1233,11725984,3
"2348","all ages",1993-07-18,"IL",46,6,1145,11725984,3
"2349","all ages",1993-07-25,"IL",45,3,1169,11725984,3
"2350","all ages",1993-08-01,"IL",48,3,1103,11725984,3
"2351","all ages",1993-08-08,"IL",54,6,1229,11725984,3
"2352","all ages",1993-08-15,"IL",67,5,1243,11725984,3
"2353","all ages",1993-08-22,"IL",44,6,1289,11725984,3
"2354","all ages",1993-08-29,"IL",49,7,1362,11725984,3
"2355","all ages",1993-09-05,"IL",54,9,1394,11725984,3
"2356","all ages",1993-09-12,"IL",51,10,1547,11725984,3
"2357","all ages",1993-09-19,"IL",64,14,1580,11725984,3
"2358","all ages",1993-09-26,"IL",71,14,1569,11725984,3
"2359","all ages",1993-10-03,"IL",124,19,1862,11725984,3
"2360","all ages",1993-10-10,"IL",103,21,1707,11725984,3
"2361","all ages",1993-10-17,"IL",81,13,1646,11725984,3
"2362","all ages",1993-10-24,"IL",80,20,1679,11725984,3
"2363","all ages",1993-10-31,"IL",95,18,1702,11725984,3
"2364","all ages",1993-11-07,"IL",105,16,1849,11725984,3
"2365","all ages",1993-11-14,"IL",90,15,1765,11725984,3
"2366","all ages",1993-11-21,"IL",91,16,1762,11725984,3
"2367","all ages",1993-11-28,"IL",127,24,1948,11725984,3
"2368","all ages",1993-12-05,"IL",95,16,1829,11725984,3
"2369","all ages",1993-12-12,"IL",104,52,1938,11725984,3
"2370","all ages",1993-12-19,"IL",107,92,2055,11725984,3
"2371","all ages",1993-12-26,"IL",190,261,3014,11725984,3
"2372","all ages",1994-01-02,"IL",164,250,3078,11725984,3
"2373","all ages",1994-01-09,"IL",148,210,2634,11725984,3
"2374","all ages",1994-01-16,"IL",105,119,2362,11725984,3
"2375","all ages",1994-01-23,"IL",107,100,2157,11725984,3
"2376","all ages",1994-01-30,"IL",100,53,1928,11725984,3
"2377","all ages",1994-02-06,"IL",100,35,2060,11725984,3
"2378","all ages",1994-02-13,"IL",119,27,2186,11725984,3
"2379","all ages",1994-02-20,"IL",113,22,2088,11725984,3
"2380","all ages",1994-02-27,"IL",115,17,2181,11725984,3
"2381","all ages",1994-03-06,"IL",130,12,2157,11725984,3
"2382","all ages",1994-03-13,"IL",104,13,2146,11725984,3
"2383","all ages",1994-03-20,"IL",98,12,2000,11725984,3
"2384","all ages",1994-03-27,"IL",108,13,1903,11725984,3
"2385","all ages",1994-04-03,"IL",121,11,2039,11725984,3
"2386","all ages",1994-04-10,"IL",118,12,1972,11725984,3
"2387","all ages",1994-04-17,"IL",104,10,1749,11725984,3
"2388","all ages",1994-04-24,"IL",111,6,1667,11725984,3
"2389","all ages",1994-05-01,"IL",78,7,1472,11725984,3
"2390","all ages",1994-05-08,"IL",107,12,1569,11725984,3
"2391","all ages",1994-05-15,"IL",117,7,1538,11725984,3
"2392","all ages",1994-05-22,"IL",93,10,1583,11725984,3
"2393","all ages",1994-05-29,"IL",76,6,1510,11725984,3
"2394","all ages",1994-06-05,"IL",91,4,1476,11725984,3
"2395","all ages",1994-06-12,"IL",75,7,1477,11725984,3
"2396","all ages",1994-06-19,"IL",74,3,1390,11725984,3
"2397","all ages",1994-06-26,"IL",58,2,1245,11725984,3
"2398","all ages",1994-07-03,"IL",69,4,1278,11804986,3
"2399","all ages",1994-07-10,"IL",76,8,1260,11804986,3
"2400","all ages",1994-07-17,"IL",61,9,1242,11804986,3
"2401","all ages",1994-07-24,"IL",48,3,1222,11804986,3
"2402","all ages",1994-07-31,"IL",50,11,1172,11804986,3
"2403","all ages",1994-08-07,"IL",52,5,1246,11804986,3
"2404","all ages",1994-08-14,"IL",38,5,1283,11804986,3
"2405","all ages",1994-08-21,"IL",59,4,1252,11804986,3
"2406","all ages",1994-08-28,"IL",52,2,1210,11804986,3
"2407","all ages",1994-09-04,"IL",60,5,1351,11804986,3
"2408","all ages",1994-09-11,"IL",91,10,1484,11804986,3
"2409","all ages",1994-09-18,"IL",82,5,1378,11804986,3
"2410","all ages",1994-09-25,"IL",79,5,1387,11804986,3
"2411","all ages",1994-10-02,"IL",95,10,1481,11804986,3
"2412","all ages",1994-10-09,"IL",60,10,1564,11804986,3
"2413","all ages",1994-10-16,"IL",93,11,1674,11804986,3
"2414","all ages",1994-10-23,"IL",77,10,1516,11804986,3
"2415","all ages",1994-10-30,"IL",105,15,1666,11804986,3
"2416","all ages",1994-11-06,"IL",100,14,1592,11804986,3
"2417","all ages",1994-11-13,"IL",100,14,1590,11804986,3
"2418","all ages",1994-11-20,"IL",97,9,1536,11804986,3
"2419","all ages",1994-11-27,"IL",104,16,1784,11804986,3
"2420","all ages",1994-12-04,"IL",107,18,1807,11804986,3
"2421","all ages",1994-12-11,"IL",108,15,1865,11804986,3
"2422","all ages",1994-12-18,"IL",103,15,1734,11804986,3
"2423","all ages",1994-12-25,"IL",164,24,2291,11804986,3
"2424","all ages",1995-01-01,"IL",154,28,2375,11804986,3
"2425","all ages",1995-01-08,"IL",150,41,2260,11804986,3
"2426","all ages",1995-01-15,"IL",167,68,2347,11804986,3
"2427","all ages",1995-01-22,"IL",122,71,2401,11804986,3
"2428","all ages",1995-01-29,"IL",133,79,2509,11804986,3
"2429","all ages",1995-02-05,"IL",129,109,2585,11804986,3
"2430","all ages",1995-02-12,"IL",154,114,2625,11804986,3
"2431","all ages",1995-02-19,"IL",155,161,2807,11804986,3
"2432","all ages",1995-02-26,"IL",135,121,2505,11804986,3
"2433","all ages",1995-03-05,"IL",159,74,2499,11804986,3
"2434","all ages",1995-03-12,"IL",144,50,2365,11804986,3
"2435","all ages",1995-03-19,"IL",130,34,2060,11804986,3
"2436","all ages",1995-03-26,"IL",125,16,1905,11804986,3
"2437","all ages",1995-04-02,"IL",127,19,1874,11804986,3
"2438","all ages",1995-04-09,"IL",118,15,1855,11804986,3
"2439","all ages",1995-04-16,"IL",118,12,1881,11804986,3
"2440","all ages",1995-04-23,"IL",126,7,1732,11804986,3
"2441","all ages",1995-04-30,"IL",99,9,1626,11804986,3
"2442","all ages",1995-05-07,"IL",110,10,1748,11804986,3
"2443","all ages",1995-05-14,"IL",95,6,1556,11804986,3
"2444","all ages",1995-05-21,"IL",96,10,1577,11804986,3
"2445","all ages",1995-05-28,"IL",103,9,1538,11804986,3
"2446","all ages",1995-06-04,"IL",99,8,1535,11804986,3
"2447","all ages",1995-06-11,"IL",70,3,1444,11804986,3
"2448","all ages",1995-06-18,"IL",94,4,1509,11804986,3
"2449","all ages",1995-06-25,"IL",70,6,1339,11804986,3
"2450","all ages",1995-07-02,"IL",64,2,1256,11884935,3
"2451","all ages",1995-07-09,"IL",70,2,1436,11884935,3
"2452","all ages",1995-07-16,"IL",62,5,1314,11884935,3
"2453","all ages",1995-07-23,"IL",53,1,1281,11884935,3
"2454","all ages",1995-07-30,"IL",58,3,1261,11884935,3
"2455","all ages",1995-08-06,"IL",71,3,1231,11884935,3
"2456","all ages",1995-08-13,"IL",52,4,1326,11884935,3
"2457","all ages",1995-08-20,"IL",45,5,1308,11884935,3
"2458","all ages",1995-08-27,"IL",51,3,1274,11884935,3
"2459","all ages",1995-09-03,"IL",45,5,1284,11884935,3
"2460","all ages",1995-09-10,"IL",84,8,1408,11884935,3
"2461","all ages",1995-09-17,"IL",62,5,1473,11884935,3
"2462","all ages",1995-09-24,"IL",78,5,1687,11884935,3
"2463","all ages",1995-10-01,"IL",82,9,1628,11884935,3
"2464","all ages",1995-10-08,"IL",109,6,1638,11884935,3
"2465","all ages",1995-10-15,"IL",71,11,1540,11884935,3
"2466","all ages",1995-10-22,"IL",80,13,1582,11884935,3
"2467","all ages",1995-10-29,"IL",92,11,1602,11884935,3
"2468","all ages",1995-11-05,"IL",94,19,1590,11884935,3
"2469","all ages",1995-11-12,"IL",90,18,1633,11884935,3
"2470","all ages",1995-11-19,"IL",113,16,1751,11884935,3
"2471","all ages",1995-11-26,"IL",115,19,1952,11884935,3
"2472","all ages",1995-12-03,"IL",108,29,1914,11884935,3
"2473","all ages",1995-12-10,"IL",114,55,2149,11884935,3
"2474","all ages",1995-12-17,"IL",138,96,2190,11884935,3
"2475","all ages",1995-12-24,"IL",199,95,2657,11884935,3
"2476","all ages",1995-12-31,"IL",198,87,2797,11884935,3
"2477","all ages",1996-01-07,"IL",135,42,2289,11884935,3
"2478","all ages",1996-01-14,"IL",113,29,1978,11884935,3
"2479","all ages",1996-01-21,"IL",117,23,1959,11884935,3
"2480","all ages",1996-01-28,"IL",101,15,1815,11884935,3
"2481","all ages",1996-02-04,"IL",109,14,2061,11884935,3
"2482","all ages",1996-02-11,"IL",131,14,2061,11884935,3
"2483","all ages",1996-02-18,"IL",124,19,2123,11884935,3
"2484","all ages",1996-02-25,"IL",139,23,1941,11884935,3
"2485","all ages",1996-03-03,"IL",131,15,1927,11884935,3
"2486","all ages",1996-03-10,"IL",144,28,2009,11884935,3
"2487","all ages",1996-03-17,"IL",128,23,1952,11884935,3
"2488","all ages",1996-03-24,"IL",120,21,2043,11884935,3
"2489","all ages",1996-03-31,"IL",154,19,2069,11884935,3
"2490","all ages",1996-04-07,"IL",166,22,2169,11884935,3
"2491","all ages",1996-04-14,"IL",167,18,1986,11884935,3
"2492","all ages",1996-04-21,"IL",120,11,1765,11884935,3
"2493","all ages",1996-04-28,"IL",97,5,1594,11884935,3
"2494","all ages",1996-05-05,"IL",97,3,1586,11884935,3
"2495","all ages",1996-05-12,"IL",102,7,1572,11884935,3
"2496","all ages",1996-05-19,"IL",106,6,1625,11884935,3
"2497","all ages",1996-05-26,"IL",92,9,1500,11884935,3
"2498","all ages",1996-06-02,"IL",91,2,1418,11884935,3
"2499","all ages",1996-06-09,"IL",85,8,1445,11884935,3
"2500","all ages",1996-06-16,"IL",103,3,1480,11884935,3
"2501","all ages",1996-06-23,"IL",60,5,1342,11884935,3
"2502","all ages",1996-06-30,"IL",89,4,1276,11884935,3
"2503","all ages",1996-07-07,"IL",76,9,1276,11953003,3
"2504","all ages",1996-07-14,"IL",55,2,1217,11953003,3
"2505","all ages",1996-07-21,"IL",54,3,1177,11953003,3
"2506","all ages",1996-07-28,"IL",58,2,1153,11953003,3
