"","agec3","date","hospst","pneumococcal.pneumonia..481.","flu","pneumonia","popsize","age.class"
"451","0 to 4",1998-02-15,"IL",9,13,288,901252,1
"452","0 to 4",1998-02-22,"IL",9,5,277,901252,1
"453","0 to 4",1998-03-01,"IL",4,4,225,901252,1
"454","0 to 4",1998-03-08,"IL",5,1,175,901252,1
"455","0 to 4",1998-03-15,"IL",4,4,170,901252,1
"456","0 to 4",1998-03-22,"IL",5,3,161,901252,1
"457","0 to 4",1998-03-29,"IL",3,1,143,901252,1
"458","0 to 4",1998-04-05,"IL",3,0,144,901252,1
"459","0 to 4",1998-04-12,"IL",5,1,127,901252,1
"460","0 to 4",1998-04-19,"IL",0,3,115,901252,1
"461","0 to 4",1998-04-26,"IL",4,1,109,901252,1
"462","0 to 4",1998-05-03,"IL",1,0,99,901252,1
"463","0 to 4",1998-05-10,"IL",2,2,97,901252,1
"464","0 to 4",1998-05-17,"IL",3,0,84,901252,1
"465","0 to 4",1998-05-24,"IL",1,0,70,901252,1
"466","0 to 4",1998-05-31,"IL",2,0,81,901252,1
"467","0 to 4",1998-06-07,"IL",2,0,93,901252,1
"468","0 to 4",1998-06-14,"IL",4,0,79,901252,1
"469","0 to 4",1998-06-21,"IL",1,1,73,901252,1
"470","0 to 4",1998-06-28,"IL",3,0,72,901252,1
"471","0 to 4",1998-07-05,"IL",3,0,70,888229,1
"472","0 to 4",1998-07-12,"IL",4,1,79,888229,1
"473","0 to 4",1998-07-19,"IL",0,0,62,888229,1
"474","0 to 4",1998-07-26,"IL",2,0,65,888229,1
"475","0 to 4",1998-08-02,"IL",1,1,60,888229,1
"476","0 to 4",1998-08-09,"IL",2,3,52,888229,1
"477","0 to 4",1998-08-16,"IL",0,0,51,888229,1
"478","0 to 4",1998-08-23,"IL",1,0,77,888229,1
"479","0 to 4",1998-08-30,"IL",1,1,63,888229,1
"480","0 to 4",1998-09-06,"IL",1,2,79,888229,1
"481","0 to 4",1998-09-13,"IL",5,0,101,888229,1
"482","0 to 4",1998-09-20,"IL",0,1,113,888229,1
"483","0 to 4",1998-09-27,"IL",2,0,98,888229,1
"484","0 to 4",1998-10-04,"IL",2,1,108,888229,1
"485","0 to 4",1998-10-11,"IL",2,0,127,888229,1
"486","0 to 4",1998-10-18,"IL",3,2,142,888229,1
"487","0 to 4",1998-10-25,"IL",1,1,155,888229,1
"488","0 to 4",1998-11-01,"IL",2,1,163,888229,1
"489","0 to 4",1998-11-08,"IL",4,1,203,888229,1
"490","0 to 4",1998-11-15,"IL",4,2,206,888229,1
"491","0 to 4",1998-11-22,"IL",4,1,220,888229,1
"492","0 to 4",1998-11-29,"IL",7,2,330,888229,1
"493","0 to 4",1998-12-06,"IL",6,0,286,888229,1
"494","0 to 4",1998-12-13,"IL",6,2,337,888229,1
"495","0 to 4",1998-12-20,"IL",2,0,282,888229,1
"496","0 to 4",1998-12-27,"IL",7,6,322,888229,1
"497","0 to 4",1999-01-03,"IL",3,2,301,888229,1
"498","0 to 4",1999-01-10,"IL",3,4,215,888229,1
"499","0 to 4",1999-01-17,"IL",4,7,238,888229,1
"500","0 to 4",1999-01-24,"IL",7,5,251,888229,1
"501","0 to 4",1999-01-31,"IL",1,14,311,888229,1
"502","0 to 4",1999-02-07,"IL",7,24,299,888229,1
"503","0 to 4",1999-02-14,"IL",4,19,309,888229,1
"504","0 to 4",1999-02-21,"IL",8,18,279,888229,1
"505","0 to 4",1999-02-28,"IL",5,21,293,888229,1
"506","0 to 4",1999-03-07,"IL",5,10,230,888229,1
"507","0 to 4",1999-03-14,"IL",1,8,221,888229,1
"508","0 to 4",1999-03-21,"IL",1,12,182,888229,1
"509","0 to 4",1999-03-28,"IL",6,7,193,888229,1
"510","0 to 4",1999-04-04,"IL",7,0,167,888229,1
"511","0 to 4",1999-04-11,"IL",2,1,129,888229,1
"512","0 to 4",1999-04-18,"IL",0,1,157,888229,1
"513","0 to 4",1999-04-25,"IL",4,2,149,888229,1
"514","0 to 4",1999-05-02,"IL",3,1,122,888229,1
"515","0 to 4",1999-05-09,"IL",6,1,109,888229,1
"516","0 to 4",1999-05-16,"IL",0,1,118,888229,1
"517","0 to 4",1999-05-23,"IL",0,2,89,888229,1
"518","0 to 4",1999-05-30,"IL",3,1,104,888229,1
"519","0 to 4",1999-06-06,"IL",2,1,96,888229,1
"520","0 to 4",1999-06-13,"IL",0,1,77,888229,1
"521","0 to 4",1999-06-20,"IL",1,2,87,888229,1
"522","0 to 4",1999-06-27,"IL",0,0,71,888229,1
"523","0 to 4",1999-07-04,"IL",0,2,68,877679,1
"524","0 to 4",1999-07-11,"IL",2,0,70,877679,1
"525","0 to 4",1999-07-18,"IL",2,0,53,877679,1
"526","0 to 4",1999-07-25,"IL",1,1,71,877679,1
"527","0 to 4",1999-08-01,"IL",1,0,58,877679,1
"528","0 to 4",1999-08-08,"IL",1,0,72,877679,1
"529","0 to 4",1999-08-15,"IL",0,0,59,877679,1
"530","0 to 4",1999-08-22,"IL",0,1,85,877679,1
"531","0 to 4",1999-08-29,"IL",2,0,75,877679,1
"532","0 to 4",1999-09-05,"IL",0,0,75,877679,1
"533","0 to 4",1999-09-12,"IL",2,1,78,877679,1
"534","0 to 4",1999-09-19,"IL",1,1,96,877679,1
"535","0 to 4",1999-09-26,"IL",2,0,102,877679,1
"536","0 to 4",1999-10-03,"IL",1,2,105,877679,1
"537","0 to 4",1999-10-10,"IL",2,4,117,877679,1
"538","0 to 4",1999-10-17,"IL",3,0,112,877679,1
"539","0 to 4",1999-10-24,"IL",0,1,101,877679,1
"540","0 to 4",1999-10-31,"IL",2,0,118,877679,1
"541","0 to 4",1999-11-07,"IL",1,1,151,877679,1
"542","0 to 4",1999-11-14,"IL",6,1,139,877679,1
"543","0 to 4",1999-11-21,"IL",7,3,156,877679,1
"544","0 to 4",1999-11-28,"IL",2,8,161,877679,1
"545","0 to 4",1999-12-05,"IL",4,10,209,877679,1
"546","0 to 4",1999-12-12,"IL",5,15,226,877679,1
"547","0 to 4",1999-12-19,"IL",7,22,260,877679,1
"548","0 to 4",1999-12-26,"IL",9,62,335,877679,1
"549","0 to 4",2000-01-02,"IL",7,63,327,877679,1
"550","0 to 4",2000-01-09,"IL",8,38,288,877679,1
"551","0 to 4",2000-01-16,"IL",2,37,236,877679,1
"552","0 to 4",2000-01-23,"IL",3,33,238,877679,1
"553","0 to 4",2000-01-30,"IL",6,18,273,877679,1
"554","0 to 4",2000-02-06,"IL",8,5,247,877679,1
"555","0 to 4",2000-02-13,"IL",5,8,273,877679,1
"556","0 to 4",2000-02-20,"IL",2,6,245,877679,1
"557","0 to 4",2000-02-27,"IL",5,4,203,877679,1
"558","0 to 4",2000-03-05,"IL",5,4,201,877679,1
"559","0 to 4",2000-03-12,"IL",4,0,152,877679,1
"560","0 to 4",2000-03-19,"IL",4,2,163,877679,1
"561","0 to 4",2000-03-26,"IL",3,1,138,877679,1
"562","0 to 4",2000-04-02,"IL",3,2,141,877679,1
"563","0 to 4",2000-04-09,"IL",3,1,148,877679,1
"564","0 to 4",2000-04-16,"IL",4,2,114,877679,1
"565","0 to 4",2000-04-23,"IL",5,1,114,877679,1
"566","0 to 4",2000-04-30,"IL",4,0,113,877679,1
"567","0 to 4",2000-05-07,"IL",2,0,92,877679,1
"568","0 to 4",2000-05-14,"IL",2,0,91,877679,1
"569","0 to 4",2000-05-21,"IL",0,0,93,877679,1
"570","0 to 4",2000-05-28,"IL",2,0,63,877679,1
"571","0 to 4",2000-06-04,"IL",1,0,74,877679,1
"572","0 to 4",2000-06-11,"IL",2,1,69,877679,1
"573","0 to 4",2000-06-18,"IL",1,0,67,877679,1
"574","0 to 4",2000-06-25,"IL",1,0,65,877679,1
"575","0 to 4",2000-07-02,"IL",2,2,66,876775,1
"576","0 to 4",2000-07-09,"IL",1,0,59,876775,1
"577","0 to 4",2000-07-16,"IL",2,0,51,876775,1
"578","0 to 4",2000-07-23,"IL",0,1,63,876775,1
"579","0 to 4",2000-07-30,"IL",1,1,63,876775,1
"580","0 to 4",2000-08-06,"IL",0,0,80,876775,1
"581","0 to 4",2000-08-13,"IL",1,1,65,876775,1
"582","0 to 4",2000-08-20,"IL",3,2,73,876775,1
"583","0 to 4",2000-08-27,"IL",0,0,88,876775,1
"584","0 to 4",2000-09-03,"IL",1,0,92,876775,1
"585","0 to 4",2000-09-10,"IL",1,0,126,876775,1
"586","0 to 4",2000-09-17,"IL",1,0,117,876775,1
"587","0 to 4",2000-09-24,"IL",1,0,94,876775,1
"588","0 to 4",2000-10-01,"IL",1,0,102,876775,1
"589","0 to 4",2000-10-08,"IL",1,0,98,876775,1
"590","0 to 4",2000-10-15,"IL",1,0,92,876775,1
"591","0 to 4",2000-10-22,"IL",3,1,106,876775,1
"592","0 to 4",2000-10-29,"IL",0,2,113,876775,1
"593","0 to 4",2000-11-05,"IL",3,1,113,876775,1
"594","0 to 4",2000-11-12,"IL",1,2,117,876775,1
"595","0 to 4",2000-11-19,"IL",2,0,99,876775,1
"596","0 to 4",2000-11-26,"IL",1,0,126,876775,1
"597","0 to 4",2000-12-03,"IL",7,0,121,876775,1
"598","0 to 4",2000-12-10,"IL",1,1,135,876775,1
"599","0 to 4",2000-12-17,"IL",7,2,145,876775,1
"600","0 to 4",2000-12-24,"IL",2,4,161,876775,1
"601","0 to 4",2000-12-31,"IL",4,2,209,876775,1
"602","0 to 4",2001-01-07,"IL",5,4,187,876775,1
"603","0 to 4",2001-01-14,"IL",3,11,193,876775,1
"604","0 to 4",2001-01-21,"IL",2,12,218,876775,1
"605","0 to 4",2001-01-28,"IL",6,16,301,876775,1
"606","0 to 4",2001-02-04,"IL",5,26,291,876775,1
"607","0 to 4",2001-02-11,"IL",2,20,278,876775,1
"608","0 to 4",2001-02-18,"IL",4,18,301,876775,1
"609","0 to 4",2001-02-25,"IL",5,16,245,876775,1
"610","0 to 4",2001-03-04,"IL",2,21,249,876775,1
"611","0 to 4",2001-03-11,"IL",5,5,243,876775,1
"612","0 to 4",2001-03-18,"IL",6,4,215,876775,1
"613","0 to 4",2001-03-25,"IL",5,4,193,876775,1
"614","0 to 4",2001-04-01,"IL",4,0,212,876775,1
"615","0 to 4",2001-04-08,"IL",2,2,163,876775,1
"616","0 to 4",2001-04-15,"IL",4,3,145,876775,1
"617","0 to 4",2001-04-22,"IL",3,4,141,876775,1
"618","0 to 4",2001-04-29,"IL",2,0,129,876775,1
"619","0 to 4",2001-05-06,"IL",1,2,88,876775,1
"620","0 to 4",2001-05-13,"IL",2,2,94,876775,1
"621","0 to 4",2001-05-20,"IL",3,2,91,876775,1
"622","0 to 4",2001-05-27,"IL",0,0,78,876775,1
"623","0 to 4",2001-06-03,"IL",1,1,67,876775,1
"624","0 to 4",2001-06-10,"IL",2,1,72,876775,1
"625","0 to 4",2001-06-17,"IL",1,0,64,876775,1
"626","0 to 4",2001-06-24,"IL",2,0,55,876775,1
"627","0 to 4",2001-07-01,"IL",2,0,59,880800,1
"628","0 to 4",2001-07-08,"IL",1,1,51,880800,1
"629","0 to 4",2001-07-15,"IL",1,0,53,880800,1
"630","0 to 4",2001-07-22,"IL",1,1,51,880800,1
"631","0 to 4",2001-07-29,"IL",0,0,42,880800,1
"632","0 to 4",2001-08-05,"IL",1,0,54,880800,1
"633","0 to 4",2001-08-12,"IL",0,0,45,880800,1
"634","0 to 4",2001-08-19,"IL",2,0,53,880800,1
"635","0 to 4",2001-08-26,"IL",1,2,79,880800,1
"636","0 to 4",2001-09-02,"IL",0,2,60,880800,1
"637","0 to 4",2001-09-09,"IL",1,0,65,880800,1
"638","0 to 4",2001-09-16,"IL",0,0,82,880800,1
"639","0 to 4",2001-09-23,"IL",1,1,77,880800,1
"640","0 to 4",2001-09-30,"IL",2,0,102,880800,1
"641","0 to 4",2001-10-07,"IL",2,0,101,880800,1
"642","0 to 4",2001-10-14,"IL",5,2,101,880800,1
"643","0 to 4",2001-10-21,"IL",1,4,78,880800,1
"644","0 to 4",2001-10-28,"IL",3,1,107,880800,1
"645","0 to 4",2001-11-04,"IL",2,2,119,880800,1
"646","0 to 4",2001-11-11,"IL",3,1,114,880800,1
"647","0 to 4",2001-11-18,"IL",2,2,108,880800,1
"648","0 to 4",2001-11-25,"IL",2,3,102,880800,1
"649","0 to 4",2001-12-02,"IL",2,1,123,880800,1
"650","0 to 4",2001-12-09,"IL",2,0,138,880800,1
"651","0 to 4",2001-12-16,"IL",3,2,178,880800,1
"652","0 to 4",2001-12-23,"IL",2,1,204,880800,1
"653","0 to 4",2001-12-30,"IL",4,5,260,880800,1
"654","0 to 4",2002-01-06,"IL",4,6,244,880800,1
"655","0 to 4",2002-01-13,"IL",3,14,282,880800,1
"656","0 to 4",2002-01-20,"IL",1,34,378,880800,1
"657","0 to 4",2002-01-27,"IL",1,41,404,880800,1
"658","0 to 4",2002-02-03,"IL",2,38,399,880800,1
"659","0 to 4",2002-02-10,"IL",7,45,351,880800,1
"660","0 to 4",2002-02-17,"IL",5,44,293,880800,1
"661","0 to 4",2002-02-24,"IL",4,45,281,880800,1
"662","0 to 4",2002-03-03,"IL",1,40,250,880800,1
"663","0 to 4",2002-03-10,"IL",5,31,213,880800,1
"664","0 to 4",2002-03-17,"IL",3,10,149,880800,1
"665","0 to 4",2002-03-24,"IL",1,15,161,880800,1
"666","0 to 4",2002-03-31,"IL",6,5,166,880800,1
"667","0 to 4",2002-04-07,"IL",1,3,143,880800,1
"668","0 to 4",2002-04-14,"IL",1,1,125,880800,1
"669","0 to 4",2002-04-21,"IL",2,1,102,880800,1
"670","0 to 4",2002-04-28,"IL",0,1,115,880800,1
"671","0 to 4",2002-05-05,"IL",0,1,110,880800,1
"672","0 to 4",2002-05-12,"IL",1,0,97,880800,1
"673","0 to 4",2002-05-19,"IL",4,0,104,880800,1
"674","0 to 4",2002-05-26,"IL",1,1,112,880800,1
"675","0 to 4",2002-06-02,"IL",1,2,71,880800,1
"676","0 to 4",2002-06-09,"IL",2,0,75,880800,1
"677","0 to 4",2002-06-16,"IL",0,2,80,880800,1
"678","0 to 4",2002-06-23,"IL",1,1,72,880800,1
"679","0 to 4",2002-06-30,"IL",0,0,50,880800,1
"680","0 to 4",2002-07-07,"IL",2,1,62,885234,1
"681","0 to 4",2002-07-14,"IL",1,2,65,885234,1
"682","0 to 4",2002-07-21,"IL",2,1,51,885234,1
"683","0 to 4",2002-07-28,"IL",1,0,56,885234,1
"684","0 to 4",2002-08-04,"IL",0,0,57,885234,1
"685","0 to 4",2002-08-11,"IL",2,0,66,885234,1
"686","0 to 4",2002-08-18,"IL",0,0,57,885234,1
"687","0 to 4",2002-08-25,"IL",0,1,56,885234,1
"688","0 to 4",2002-09-01,"IL",0,0,61,885234,1
"689","0 to 4",2002-09-08,"IL",0,0,69,885234,1
"690","0 to 4",2002-09-15,"IL",0,0,90,885234,1
"691","0 to 4",2002-09-22,"IL",0,0,89,885234,1
"692","0 to 4",2002-09-29,"IL",1,0,97,885234,1
"693","0 to 4",2002-10-06,"IL",0,0,92,885234,1
"694","0 to 4",2002-10-13,"IL",0,1,86,885234,1
"695","0 to 4",2002-10-20,"IL",0,0,94,885234,1
"696","0 to 4",2002-10-27,"IL",1,2,110,885234,1
"697","0 to 4",2002-11-03,"IL",1,0,93,885234,1
"698","0 to 4",2002-11-10,"IL",2,0,100,885234,1
"699","0 to 4",2002-11-17,"IL",1,0,95,885234,1
"700","0 to 4",2002-11-24,"IL",2,0,90,885234,1
"701","0 to 4",2002-12-01,"IL",1,0,81,885234,1
"702","0 to 4",2002-12-08,"IL",0,1,109,885234,1
"703","0 to 4",2002-12-15,"IL",1,4,134,885234,1
"704","0 to 4",2002-12-22,"IL",1,5,134,885234,1
"705","0 to 4",2002-12-29,"IL",1,7,196,885234,1
"706","0 to 4",2003-01-05,"IL",1,2,180,885234,1
"707","0 to 4",2003-01-12,"IL",4,13,182,885234,1
"708","0 to 4",2003-01-19,"IL",1,17,208,885234,1
"709","0 to 4",2003-01-26,"IL",3,39,274,885234,1
"710","0 to 4",2003-02-02,"IL",2,41,250,885234,1
"711","0 to 4",2003-02-09,"IL",3,40,247,885234,1
"712","0 to 4",2003-02-16,"IL",2,17,236,885234,1
"713","0 to 4",2003-02-23,"IL",2,17,224,885234,1
"714","0 to 4",2003-03-02,"IL",3,8,213,885234,1
"715","0 to 4",2003-03-09,"IL",4,6,201,885234,1
"716","0 to 4",2003-03-16,"IL",0,8,213,885234,1
"717","0 to 4",2003-03-23,"IL",3,6,175,885234,1
"718","0 to 4",2003-03-30,"IL",2,3,167,885234,1
"719","0 to 4",2003-04-06,"IL",1,2,103,885234,1
"720","0 to 4",2003-04-13,"IL",2,3,132,885234,1
"721","0 to 4",2003-04-20,"IL",4,3,120,885234,1
"722","0 to 4",2003-04-27,"IL",0,2,107,885234,1
"723","0 to 4",2003-05-04,"IL",1,1,99,885234,1
"724","0 to 4",2003-05-11,"IL",1,1,97,885234,1
"725","0 to 4",2003-05-18,"IL",6,2,96,885234,1
"726","0 to 4",2003-05-25,"IL",0,1,103,885234,1
"727","0 to 4",2003-06-01,"IL",1,3,81,885234,1
"728","0 to 4",2003-06-08,"IL",3,0,89,885234,1
"729","0 to 4",2003-06-15,"IL",2,0,67,885234,1
"730","0 to 4",2003-06-22,"IL",1,0,51,885234,1
"731","0 to 4",2003-06-29,"IL",2,3,56,885234,1
"732","0 to 4",2003-07-06,"IL",1,1,53,889330,1
"733","0 to 4",2003-07-13,"IL",0,1,45,889330,1
"734","0 to 4",2003-07-20,"IL",0,1,31,889330,1
"735","0 to 4",2003-07-27,"IL",2,3,33,889330,1
"736","0 to 4",2003-08-03,"IL",0,0,55,889330,1
"737","0 to 4",2003-08-10,"IL",0,0,46,889330,1
"738","0 to 4",2003-08-17,"IL",0,0,57,889330,1
"739","0 to 4",2003-08-24,"IL",1,0,55,889330,1
"740","0 to 4",2003-08-31,"IL",0,1,58,889330,1
"741","0 to 4",2003-09-07,"IL",1,0,67,889330,1
"742","0 to 4",2003-09-14,"IL",2,0,94,889330,1
"743","0 to 4",2003-09-21,"IL",0,1,98,889330,1
"744","0 to 4",2003-09-28,"IL",0,1,90,889330,1
"745","0 to 4",2003-10-05,"IL",0,2,83,889330,1
"746","0 to 4",2003-10-12,"IL",1,1,88,889330,1
"747","0 to 4",2003-10-19,"IL",0,2,77,889330,1
"748","0 to 4",2003-10-26,"IL",0,4,76,889330,1
"749","0 to 4",2003-11-02,"IL",2,4,109,889330,1
"750","0 to 4",2003-11-09,"IL",1,9,100,889330,1
"751","0 to 4",2003-11-16,"IL",2,8,108,889330,1
"752","0 to 4",2003-11-23,"IL",1,27,112,889330,1
"753","0 to 4",2003-11-30,"IL",1,81,147,889330,1
"754","0 to 4",2003-12-07,"IL",2,226,208,889330,1
"755","0 to 4",2003-12-14,"IL",2,245,258,889330,1
"756","0 to 4",2003-12-21,"IL",4,296,248,889330,1
"757","0 to 4",2003-12-28,"IL",3,204,276,889330,1
"758","0 to 4",2004-01-04,"IL",1,102,195,889330,1
"759","0 to 4",2004-01-11,"IL",3,82,203,889330,1
"760","0 to 4",2004-01-18,"IL",2,39,236,889330,1
"761","0 to 4",2004-01-25,"IL",3,37,242,889330,1
"762","0 to 4",2004-02-01,"IL",1,22,254,889330,1
"763","0 to 4",2004-02-08,"IL",2,14,259,889330,1
"764","0 to 4",2004-02-15,"IL",3,14,261,889330,1
"765","0 to 4",2004-02-22,"IL",0,8,215,889330,1
"766","0 to 4",2004-02-29,"IL",0,5,233,889330,1
"767","0 to 4",2004-03-07,"IL",1,2,178,889330,1
"768","0 to 4",2004-03-14,"IL",2,3,156,889330,1
"769","0 to 4",2004-03-21,"IL",2,4,161,889330,1
"770","0 to 4",2004-03-28,"IL",0,0,134,889330,1
"771","0 to 4",2004-04-04,"IL",1,1,136,889330,1
"772","0 to 4",2004-04-11,"IL",6,1,121,889330,1
"773","0 to 4",2004-04-18,"IL",1,6,118,889330,1
"774","0 to 4",2004-04-25,"IL",1,6,89,889330,1
"775","0 to 4",2004-05-02,"IL",1,1,92,889330,1
"776","0 to 4",2004-05-09,"IL",1,3,94,889330,1
"777","0 to 4",2004-05-16,"IL",5,2,107,889330,1
"778","0 to 4",2004-05-23,"IL",0,3,94,889330,1
"779","0 to 4",2004-05-30,"IL",1,4,79,889330,1
"780","0 to 4",2004-06-06,"IL",0,2,77,889330,1
"781","0 to 4",2004-06-13,"IL",1,1,68,889330,1
"782","0 to 4",2004-06-20,"IL",2,1,59,889330,1
"783","0 to 4",2004-06-27,"IL",1,2,41,889330,1
"784","0 to 4",2004-07-04,"IL",1,0,37,894799,1
"785","0 to 4",2004-07-11,"IL",0,0,33,894799,1
"786","0 to 4",2004-07-18,"IL",0,0,48,894799,1
"787","0 to 4",2004-07-25,"IL",0,1,42,894799,1
"788","0 to 4",2004-08-01,"IL",0,0,44,894799,1
"789","0 to 4",2004-08-08,"IL",1,1,39,894799,1
"790","0 to 4",2004-08-15,"IL",0,0,49,894799,1
"791","0 to 4",2004-08-22,"IL",2,0,51,894799,1
"792","0 to 4",2004-08-29,"IL",2,0,73,894799,1
"793","0 to 4",2004-09-05,"IL",0,0,68,894799,1
"794","0 to 4",2004-09-12,"IL",1,0,81,894799,1
"795","0 to 4",2004-09-19,"IL",1,1,76,894799,1
"796","0 to 4",2004-09-26,"IL",2,0,68,894799,1
"797","0 to 4",2004-10-03,"IL",1,0,69,894799,1
"798","0 to 4",2004-10-10,"IL",0,2,95,894799,1
"799","0 to 4",2004-10-17,"IL",2,1,92,894799,1
"800","0 to 4",2004-10-24,"IL",0,3,103,894799,1
"801","0 to 4",2004-10-31,"IL",1,2,86,894799,1
"802","0 to 4",2004-11-07,"IL",3,2,102,894799,1
"803","0 to 4",2004-11-14,"IL",0,2,97,894799,1
"804","0 to 4",2004-11-21,"IL",2,3,94,894799,1
"805","0 to 4",2004-11-28,"IL",1,2,92,894799,1
"806","0 to 4",2004-12-05,"IL",0,5,105,894799,1
"807","0 to 4",2004-12-12,"IL",0,2,143,894799,1
"808","0 to 4",2004-12-19,"IL",1,2,108,894799,1
"809","0 to 4",2004-12-26,"IL",1,15,149,894799,1
"810","0 to 4",2005-01-02,"IL",0,14,161,894799,1
"811","0 to 4",2005-01-09,"IL",1,21,144,894799,1
"812","0 to 4",2005-01-16,"IL",3,33,159,894799,1
"813","0 to 4",2005-01-23,"IL",0,65,189,894799,1
"814","0 to 4",2005-01-30,"IL",1,69,184,894799,1
"815","0 to 4",2005-02-06,"IL",2,66,257,894799,1
"816","0 to 4",2005-02-13,"IL",7,54,281,894799,1
"817","0 to 4",2005-02-20,"IL",5,68,297,894799,1
"818","0 to 4",2005-02-27,"IL",2,35,266,894799,1
"819","0 to 4",2005-03-06,"IL",3,36,275,894799,1
"820","0 to 4",2005-03-13,"IL",2,30,240,894799,1
"821","0 to 4",2005-03-20,"IL",5,22,214,894799,1
"822","0 to 4",2005-03-27,"IL",3,20,269,894799,1
"823","0 to 4",2005-04-03,"IL",6,4,199,894799,1
"824","0 to 4",2005-04-10,"IL",1,5,159,894799,1
"825","0 to 4",2005-04-17,"IL",3,8,162,894799,1
"826","0 to 4",2005-04-24,"IL",3,9,134,894799,1
"827","0 to 4",2005-05-01,"IL",5,6,136,894799,1
"828","0 to 4",2005-05-08,"IL",2,7,155,894799,1
"829","0 to 4",2005-05-15,"IL",3,5,116,894799,1
"830","0 to 4",2005-05-22,"IL",3,1,118,894799,1
"831","0 to 4",2005-05-29,"IL",0,2,102,894799,1
"832","0 to 4",2005-06-05,"IL",1,9,88,894799,1
"833","0 to 4",2005-06-12,"IL",1,7,70,894799,1
"834","0 to 4",2005-06-19,"IL",1,0,55,894799,1
"835","0 to 4",2005-06-26,"IL",0,1,48,894799,1
"836","0 to 4",2005-07-03,"IL",1,0,39,894366,1
"837","0 to 4",2005-07-10,"IL",0,1,38,894366,1
"838","0 to 4",2005-07-17,"IL",0,1,40,894366,1
"839","0 to 4",2005-07-24,"IL",1,0,44,894366,1
"840","0 to 4",2005-07-31,"IL",0,0,35,894366,1
"841","0 to 4",2005-08-07,"IL",1,0,43,894366,1
"842","0 to 4",2005-08-14,"IL",0,0,49,894366,1
"843","0 to 4",2005-08-21,"IL",1,0,65,894366,1
"844","0 to 4",2005-08-28,"IL",0,0,56,894366,1
"845","0 to 4",2005-09-04,"IL",1,1,59,894366,1
"846","0 to 4",2005-09-11,"IL",1,1,62,894366,1
"847","0 to 4",2005-09-18,"IL",1,0,75,894366,1
"848","0 to 4",2005-09-25,"IL",0,2,71,894366,1
"849","0 to 4",2005-10-02,"IL",1,2,85,894366,1
"850","0 to 4",2005-10-09,"IL",2,4,97,894366,1
"851","0 to 4",2005-10-16,"IL",2,0,88,894366,1
"852","0 to 4",2005-10-23,"IL",0,0,84,894366,1
"853","0 to 4",2005-10-30,"IL",0,2,120,894366,1
"854","0 to 4",2005-11-06,"IL",2,3,91,894366,1
"855","0 to 4",2005-11-13,"IL",2,5,87,894366,1
"856","0 to 4",2005-11-20,"IL",1,2,74,894366,1
"857","0 to 4",2005-11-27,"IL",0,5,112,894366,1
"858","0 to 4",2005-12-04,"IL",0,2,83,894366,1
"859","0 to 4",2005-12-11,"IL",3,7,112,894366,1
"860","0 to 4",2005-12-18,"IL",3,4,109,894366,1
"861","0 to 4",2005-12-25,"IL",2,16,191,894366,1
"862","0 to 4",2006-01-01,"IL",1,21,205,894366,1
"863","0 to 4",2006-01-08,"IL",1,10,181,894366,1
"864","0 to 4",2006-01-15,"IL",2,18,197,894366,1
"865","0 to 4",2006-01-22,"IL",1,27,227,894366,1
"866","0 to 4",2006-01-29,"IL",0,20,251,894366,1
"867","0 to 4",2006-02-05,"IL",1,33,257,894366,1
"868","0 to 4",2006-02-12,"IL",5,43,256,894366,1
"869","0 to 4",2006-02-19,"IL",5,37,218,894366,1
"870","0 to 4",2006-02-26,"IL",4,33,202,894366,1
"871","0 to 4",2006-03-05,"IL",5,53,201,894366,1
"872","0 to 4",2006-03-12,"IL",0,30,176,894366,1
"873","0 to 4",2006-03-19,"IL",1,24,167,894366,1
"874","0 to 4",2006-03-26,"IL",4,24,119,894366,1
"875","0 to 4",2006-04-02,"IL",2,17,143,894366,1
"876","0 to 4",2006-04-09,"IL",4,12,121,894366,1
"877","0 to 4",2006-04-16,"IL",0,5,96,894366,1
"878","0 to 4",2006-04-23,"IL",0,5,74,894366,1
"879","0 to 4",2006-04-30,"IL",0,3,84,894366,1
"880","0 to 4",2006-05-07,"IL",0,1,74,894366,1
"881","0 to 4",2006-05-14,"IL",0,6,74,894366,1
"882","0 to 4",2006-05-21,"IL",0,2,86,894366,1
"883","0 to 4",2006-05-28,"IL",2,2,100,894366,1
"884","0 to 4",2006-06-04,"IL",0,0,63,894366,1
"885","0 to 4",2006-06-11,"IL",0,1,53,894366,1
"886","0 to 4",2006-06-18,"IL",1,1,50,894366,1
"887","0 to 4",2006-06-25,"IL",1,0,56,894366,1
"888","0 to 4",2006-07-02,"IL",1,2,56,887563,1
"889","0 to 4",2006-07-09,"IL",0,0,54,887563,1
"890","0 to 4",2006-07-16,"IL",1,2,54,887563,1
"891","0 to 4",2006-07-23,"IL",0,0,58,887563,1
"892","0 to 4",2006-07-30,"IL",0,1,50,887563,1
"893","0 to 4",2006-08-06,"IL",1,0,45,887563,1
"894","0 to 4",2006-08-13,"IL",1,1,58,887563,1
"895","0 to 4",2006-08-20,"IL",1,1,44,887563,1
"896","0 to 4",2006-08-27,"IL",0,0,62,887563,1
"897","0 to 4",2006-09-03,"IL",0,0,71,887563,1
"898","0 to 4",2006-09-10,"IL",1,0,83,887563,1
"899","0 to 4",2006-09-17,"IL",2,2,100,887563,1
"900","0 to 4",2006-09-24,"IL",1,1,95,887563,1
